booking_id,customer_id,booking_ts,booking_status,vehicle_type,pickup_location,drop_location,avg_vtat_min,avg_ctat_min,cancelled_by_customer_flag,customer_cancel_reason,cancelled_by_driver_flag,driver_cancel_reason,incomplete_flag,incomplete_reason,booking_value,ride_distance_km,driver_rating,customer_rating,payment_method,is_suspect_completed
CNR5663955,CID5498217,2024-03-03 21:43:06,Completed,Auto,RK Puram,Botanical Garden,14.5,22.4,,,,,,,244.0,36.93,4.3,4.2,UPI,0
CNR3773418,CID5062563,2024-07-21 12:05:03,Completed,Go Mini,Civil Lines Gurgaon,Gurgaon Sector 29,13.1,32.3,,,,,,,242.0,26.05,4.8,4.9,Uber Wallet,0
CNR7212777,CID7884166,2024-10-07 22:45:38,No Driver Found,Auto,Gurgaon Railway Station,Sarai Kale Khan,,,,,,,,,,,,,,0
CNR1804505,CID3346874,2024-09-23 08:26:58,Cancelled by Driver,Go Sedan,Indirapuram,Dwarka Sector 21,9.4,,,,1,The customer was coughing/sick,,,,,,,,0
CNR5302995,CID6285094,2024-10-26 15:20:48,Cancelled by Customer,Auto,Ashram,Dwarka Mor,16.1,,1,Wrong Address,,,,,,,,,,0
CNR7383559,CID3015237,2024-09-04 23:12:03,Completed,Auto,Subhash Nagar,Lal Quila,8.6,33.5,,,,,,,1529.0,17.74,4.2,4.6,Uber Wallet,0
CNR4137496,CID4902338,2024-08-04 18:20:41,Completed,Auto,Yamuna Bank,Hauz Khas,13.2,35.1,,,,,,,938.0,26.08,4.3,3.8,UPI,0
CNR4032162,CID4683696,2024-10-09 20:28:52,Completed,eBike,Chandni Chowk,Tilak Nagar,13.4,44.0,,,,,,,545.0,40.65,4.8,4.8,Uber Wallet,0
CNR4873713,CID8769787,2024-09-16 20:46:22,Completed,Go Mini,Anand Vihar,Narsinghpur,7.1,30.4,,,,,,,686.0,37.21,4.2,4.7,UPI,0
CNR4995010,CID1048779,2024-03-30 17:26:53,Incomplete,Auto,Rohini East,Hauz Rani,3.8,21.8,,,,,1,Customer Demand,250.0,6.57,,,UPI,0
CNR4275067,CID4158940,2024-10-27 16:18:05,Cancelled by Driver,Bike,Mansarovar Park,Gurgaon Sector 56,8.5,,,,1,Personal & Car related issues,,,,,,,,0
CNR6443117,CID9050756,2024-04-26 18:38:40,Completed,Uber XL,Karol Bagh,Peeragarhi,9.0,20.6,,,,,,,315.0,43.61,4.1,5.0,Uber Wallet,0
CNR4884514,CID7936773,2024-09-26 14:22:00,Completed,Bike,Faridabad Sector 15,Hauz Khas,11.6,22.2,,,,,,,458.0,16.81,4.6,4.1,UPI,0
CNR9881110,CID8617101,2024-08-15 15:37:57,Cancelled by Customer,Uber XL,Welcome,IMT Manesar,8.3,,1,Driver is not moving towards pickup location,,,,,,,,,,0
CNR1033162,CID3397638,2024-05-01 09:55:24,Completed,Bike,Chirag Delhi,Kadarpur,13.0,26.9,,,,,,,285.0,48.97,4.3,4.9,Cash,0
CNR6278522,CID7394660,2024-04-01 21:05:23,Completed,Premier Sedan,Kashmere Gate,Malviya Nagar,2.5,35.5,,,,,,,184.0,30.95,3.6,5.0,Cash,0
CNR7802839,CID4624531,2024-07-03 06:17:34,Completed,Go Mini,Subhash Nagar,Patel Chowk,14.3,43.6,,,,,,,187.0,40.75,4.4,4.6,UPI,0
CNR1000593,CID8968484,2024-02-16 10:01:46,Cancelled by Customer,Auto,Kirti Nagar,Karkarduma,5.1,,1,Change of plans,,,,,,,,,,0
CNR4698973,CID7293835,2024-01-31 07:48:15,Cancelled by Driver,Auto,Sohna Road,Kashmere Gate ISBT,4.7,,,,1,Personal & Car related issues,,,,,,,,0
CNR6050092,CID1874982,2024-05-07 11:26:38,Completed,Go Sedan,Sushant Lok,Karkarduma,3.9,28.6,,,,,,,414.0,9.49,3.2,4.8,Cash,0
CNR7045568,CID3339052,2024-03-27 10:16:27,Completed,Go Sedan,New Colony,Rithala,13.9,28.0,,,,,,,434.0,26.73,3.7,4.8,Uber Wallet,0
CNR1728379,CID6475044,2024-07-02 18:40:34,Incomplete,Premier Sedan,Sushant Lok,Inderlok,4.3,10.1,,,,,1,Customer Demand,436.0,10.42,,,UPI,0
CNR4733757,CID8213808,2024-05-20 22:36:00,Cancelled by Customer,Go Sedan,GTB Nagar,Udyog Bhawan,15.7,,1,Change of plans,,,,,,,,,,0
CNR3065583,CID4964818,2024-08-24 18:02:47,Completed,Uber XL,Hauz Khas,Aya Nagar,10.6,20.5,,,,,,,446.0,20.21,4.3,4.6,UPI,0
CNR6280156,CID5336435,2024-09-15 20:00:59,Completed,Bike,Cyber Hub,Rajiv Nagar,10.4,28.2,,,,,,,408.0,3.69,4.6,4.9,Cash,0
CNR6584385,CID5423624,2024-06-20 11:07:12,Cancelled by Driver,eBike,IIT Delhi,Golf Course Road,7.6,,,,1,The customer was coughing/sick,,,,,,,,0
CNR2367013,CID7170661,2024-09-05 17:34:35,Completed,Bike,Chandni Chowk,Moolchand,3.0,38.2,,,,,,,287.0,8.36,4.6,4.2,UPI,0
CNR7259400,CID9607461,2024-02-21 14:17:13,Completed,Auto,Madipur,GTB Nagar,13.0,32.7,,,,,,,973.0,12.22,3.9,3.7,UPI,0
CNR2479822,CID6980739,2024-02-12 22:11:11,Incomplete,eBike,Sikanderpur,Laxmi Nagar,9.1,19.6,,,,,1,Customer Demand,75.0,5.3,,,Uber Wallet,0
CNR7466999,CID8450048,2024-02-27 12:48:31,Completed,Go Mini,Ashok Park Main,GTB Nagar,13.5,36.5,,,,,,,894.0,44.58,4.4,4.9,Debit Card,0
CNR5507082,CID6735060,2024-06-26 10:06:24,Completed,Uber XL,Malviya Nagar,Akshardham,3.4,18.6,,,,,,,918.0,10.6,4.6,4.2,UPI,0
CNR9699081,CID6657717,2024-05-08 17:20:29,Cancelled by Driver,Go Sedan,Delhi Gate,Kashmere Gate ISBT,10.6,,,,1,The customer was coughing/sick,,,,,,,,0
CNR3874072,CID4689330,2024-05-31 07:11:43,Incomplete,Go Sedan,Kadarpur,Sohna Road,7.1,17.3,,,,,1,Other Issue,284.0,10.91,,,UPI,0
CNR9770865,CID7909812,2024-10-15 10:38:41,Incomplete,Premier Sedan,Patel Chowk,Nehru Place,9.1,11.9,,,,,1,Other Issue,238.0,19.32,,,UPI,0
CNR6257592,CID4340485,2024-06-10 10:02:27,Completed,Go Mini,Nawada,Kashmere Gate ISBT,15.0,25.8,,,,,,,94.0,15.33,4.3,4.6,UPI,0
CNR1710460,CID4658453,2024-10-26 19:38:54,Completed,Go Sedan,Nehru Place,Pitampura,2.2,44.3,,,,,,,412.0,17.61,3.0,4.3,Credit Card,0
CNR8619330,CID4302246,2024-08-25 13:01:33,Completed,Bike,Central Secretariat,India Gate,5.3,27.0,,,,,,,122.0,18.8,4.4,3.1,Credit Card,0
CNR3195141,CID7608227,2024-06-15 19:26:20,Cancelled by Driver,Go Mini,Rohini West,Indirapuram,3.4,,,,1,The customer was coughing/sick,,,,,,,,0
CNR6498456,CID8100553,2024-06-23 14:06:22,Cancelled by Customer,Go Sedan,Ashram,Gurgaon Sector 29,16.5,,1,Wrong Address,,,,,,,,,,0
CNR1074792,CID2286793,2024-02-02 08:43:05,Completed,Auto,Jhilmil,New Delhi Railway Station,13.7,28.9,,,,,,,493.0,10.65,4.5,3.4,Cash,0
CNR2464031,CID1432388,2024-05-02 12:56:47,Cancelled by Driver,Go Sedan,South Extension,Sohna Road,5.7,,,,1,Customer related issue,,,,,,,,0
CNR8057839,CID7029485,2024-05-27 09:48:08,Completed,Premier Sedan,Chandni Chowk,Janakpuri,12.8,43.8,,,,,,,567.0,18.36,4.1,4.9,UPI,0
CNR5828880,CID1966822,2024-11-27 19:57:07,Completed,Go Mini,Saidulajab,Sonipat,10.6,25.0,,,,,,,709.0,43.87,4.3,4.6,Credit Card,0
CNR6338850,CID1399451,2024-04-29 20:18:17,Cancelled by Driver,Bike,Subhash Nagar,Sadar Bazar Gurgaon,5.8,,,,1,More than permitted people in there,,,,,,,,0
CNR2178244,CID9555796,2024-04-10 10:46:12,Cancelled by Driver,Go Sedan,Peeragarhi,Azadpur,8.5,,,,1,More than permitted people in there,,,,,,,,0
CNR3546476,CID8354935,2024-05-29 14:50:00,Completed,Auto,Anand Vihar,Lajpat Nagar,3.6,39.3,,,,,,,174.0,13.32,4.4,4.5,UPI,0
CNR1713665,CID5684174,2024-09-16 22:29:03,Completed,Auto,IIT Delhi,Sultanpur,8.4,42.1,,,,,,,173.0,31.37,4.2,4.6,UPI,0
CNR7827556,CID1308795,2024-07-08 11:40:53,Completed,Auto,Golf Course Road,Vatika Chowk,14.2,30.8,,,,,,,771.0,9.95,4.3,5.0,Uber Wallet,0
CNR5161277,CID9193281,2024-08-30 18:50:03,Completed,Uber XL,Ghaziabad,MG Road,9.1,21.3,,,,,,,366.0,21.93,4.0,4.3,UPI,0
CNR3871983,CID7541058,2024-04-22 18:01:53,Completed,Auto,Mayur Vihar,Basai Dhankot,13.1,42.3,,,,,,,140.0,39.94,4.4,4.3,Uber Wallet,0
CNR8180958,CID5110305,2024-06-21 13:55:03,Completed,Premier Sedan,Saket,Qutub Minar,6.5,41.6,,,,,,,347.0,44.5,4.2,4.8,Debit Card,0
CNR3878871,CID2293156,2024-01-04 08:10:44,Incomplete,Premier Sedan,Chhatarpur,Hauz Khas,6.2,27.0,,,,,1,Customer Demand,199.0,5.05,,,Cash,0
CNR8588039,CID9558236,2024-07-30 17:55:03,Incomplete,Auto,IFFCO Chowk,Samaypur Badli,2.8,17.7,,,,,1,Other Issue,631.0,12.66,,,UPI,0
CNR4171812,CID7596151,2024-09-25 07:25:55,Completed,Go Sedan,Satguru Ram Singh Marg,Rajouri Garden,12.5,28.2,,,,,,,467.0,40.02,4.3,5.0,Credit Card,0
CNR5607778,CID4627075,2024-09-13 15:24:13,No Driver Found,Auto,Kherki Daula Toll,Pragati Maidan,,,,,,,,,,,,,,0
CNR1562178,CID9471068,2024-06-04 03:53:39,Completed,Bike,Saidulajab,Mansarovar Park,5.1,29.5,,,,,,,347.0,36.41,3.6,4.3,Uber Wallet,0
CNR8348847,CID9394904,2024-08-14 23:25:38,Completed,Auto,Ashok Park Main,Govindpuri,7.3,37.6,,,,,,,202.0,34.08,4.2,4.8,Cash,0
CNR2940986,CID2697777,2024-04-14 00:25:32,Completed,eBike,Mansarovar Park,Green Park,6.1,35.4,,,,,,,649.0,39.52,4.3,4.7,UPI,0
CNR1418203,CID5007359,2024-08-19 15:46:28,Cancelled by Driver,Go Sedan,Huda City Centre,Greater Noida,8.5,,,,1,More than permitted people in there,,,,,,,,0
CNR4548560,CID1754212,2024-11-24 16:51:34,No Driver Found,Bike,Vasant Kunj,Noida Sector 62,,,,,,,,,,,,,,0
CNR7160244,CID1482323,2024-10-16 07:38:50,Cancelled by Driver,Auto,Shahdara,DLF City Court,5.5,,,,1,Personal & Car related issues,,,,,,,,0
CNR6940902,CID4387281,2024-04-16 16:21:01,Completed,Auto,Green Park,Bhikaji Cama Place,9.1,26.2,,,,,,,336.0,19.49,3.6,4.3,Debit Card,0
CNR9424106,CID7771588,2024-05-27 10:57:09,Cancelled by Driver,Auto,Inderlok,Tilak Nagar,7.5,,,,1,Personal & Car related issues,,,,,,,,0
CNR8087422,CID5171652,2024-02-19 22:35:26,Completed,Bike,Ghitorni Village,Kherki Daula Toll,8.8,20.8,,,,,,,119.0,28.27,4.1,4.6,UPI,0
CNR2033820,CID5853761,2024-11-15 18:59:27,Completed,Bike,Palam Vihar,Ashok Vihar,11.8,31.6,,,,,,,849.0,16.54,4.2,4.6,UPI,0
CNR3749327,CID3400730,2024-01-22 20:40:10,Completed,Uber XL,Khan Market,Yamuna Bank,7.2,45.0,,,,,,,347.0,8.41,3.6,3.4,UPI,0
CNR2580665,CID1483887,2024-03-04 07:40:27,Completed,Auto,Preet Vihar,Vatika Chowk,2.4,17.2,,,,,,,408.0,9.77,4.6,4.9,UPI,0
CNR4421433,CID9633278,2024-05-11 18:00:26,Completed,eBike,Model Town,Jasola,9.2,29.0,,,,,,,1069.0,38.01,4.1,4.2,UPI,0
CNR8823009,CID5583300,2024-02-25 19:32:04,Completed,Auto,Karkarduma,Uttam Nagar,11.6,20.5,,,,,,,593.0,21.05,4.8,4.2,UPI,0
CNR2199453,CID6011652,2024-12-15 14:40:39,Completed,Bike,Greater Kailash,Kirti Nagar,12.5,15.7,,,,,,,492.0,25.32,4.2,4.2,Credit Card,0
CNR9431365,CID9826504,2024-10-12 05:16:59,Completed,Bike,Tughlakabad,Vatika Chowk,6.5,44.9,,,,,,,537.0,4.03,4.3,5.0,UPI,0
CNR6563911,CID7502612,2024-01-10 09:12:43,Cancelled by Driver,Premier Sedan,Mandi House,Central Secretariat,5.0,,,,1,The customer was coughing/sick,,,,,,,,0
CNR1856229,CID4849346,2024-03-27 16:20:58,Cancelled by Driver,Go Sedan,Vinobapuri,Botanical Garden,3.4,,,,1,The customer was coughing/sick,,,,,,,,0
CNR4394425,CID4215750,2024-04-02 08:37:30,Completed,Go Mini,Shahdara,Vatika Chowk,7.2,19.7,,,,,,,915.0,15.41,4.2,3.8,UPI,0
CNR7884766,CID2492320,2024-10-21 16:17:21,Completed,Auto,Chirag Delhi,Ashram,8.8,40.3,,,,,,,469.0,23.88,4.1,3.6,Cash,0
CNR8043553,CID2178400,2024-01-09 17:46:29,Cancelled by Driver,Auto,Chhatarpur,Sultanpur,5.8,,,,1,More than permitted people in there,,,,,,,,0
CNR1679399,CID6841609,2024-06-03 23:04:32,Completed,Bike,Satguru Ram Singh Marg,Welcome,6.2,25.1,,,,,,,301.0,3.1,4.0,4.2,Cash,0
CNR8894356,CID9294085,2024-12-21 21:40:51,Completed,Bike,India Gate,Vishwavidyalaya,11.8,19.9,,,,,,,297.0,16.54,4.9,4.2,Uber Wallet,0
CNR7121188,CID8515977,2024-06-25 13:41:20,Completed,Auto,Hauz Khas,Basai Dhankot,3.2,28.6,,,,,,,243.0,26.12,4.1,4.2,UPI,0
CNR3755423,CID1406864,2024-07-18 15:26:50,Completed,Go Sedan,Arjangarh,Peeragarhi,9.6,32.3,,,,,,,170.0,34.48,4.1,4.7,UPI,0
CNR3707648,CID2398142,2024-12-08 21:41:57,Completed,Bike,Mandi House,Pulbangash,4.1,18.9,,,,,,,427.0,9.7,4.2,3.7,UPI,0
CNR9952524,CID6089588,2024-12-01 10:32:32,Completed,Auto,Chandni Chowk,Lok Kalyan Marg,14.3,34.7,,,,,,,1434.0,32.25,3.0,4.9,Debit Card,0
CNR3605801,CID7172941,2024-11-19 09:01:39,Completed,Premier Sedan,Tagore Garden,Samaypur Badli,12.2,29.5,,,,,,,487.0,17.78,3.5,4.1,Debit Card,0
CNR3426596,CID4804562,2024-10-28 23:21:48,Completed,Go Mini,Greater Noida,Kalkaji,5.2,37.0,,,,,,,279.0,49.9,4.4,4.1,UPI,0
CNR2287761,CID5725513,2024-10-19 19:39:12,Cancelled by Driver,Go Mini,Karkarduma,Nirman Vihar,4.6,,,,1,Customer related issue,,,,,,,,0
CNR7094903,CID2033926,2024-07-09 10:16:20,Incomplete,Go Mini,MG Road,Chandni Chowk,4.3,12.0,,,,,1,Other Issue,287.0,3.8,,,Cash,0
CNR2735760,CID2459372,2024-04-01 21:56:04,Completed,Go Sedan,Ghitorni,Sohna Road,5.2,16.5,,,,,,,128.0,5.08,4.3,3.7,Uber Wallet,0
CNR3016869,CID7055213,2024-04-17 18:50:21,Completed,Go Mini,Chanakyapuri,Palam Vihar,2.0,18.9,,,,,,,359.0,22.75,3.4,5.0,UPI,0
CNR3416033,CID7595192,2024-01-24 15:27:25,Completed,Auto,Ashram,Sohna Road,11.4,38.4,,,,,,,256.0,31.28,3.1,3.5,UPI,0
CNR6949541,CID8968750,2024-02-22 05:09:52,Completed,Auto,GTB Nagar,Yamuna Bank,13.8,22.5,,,,,,,288.0,41.06,4.4,4.5,Cash,0
CNR5431002,CID9300139,2024-01-02 21:52:28,Completed,Bike,Connaught Place,Lajpat Nagar,9.5,38.8,,,,,,,1451.0,27.54,4.6,4.4,Debit Card,0
CNR4337572,CID8969606,2024-07-15 18:23:26,Completed,Go Sedan,Adarsh Nagar,Ramesh Nagar,10.3,43.9,,,,,,,316.0,40.63,4.7,4.2,UPI,0
CNR5191054,CID3455524,2024-09-12 07:13:37,Completed,Go Sedan,Shastri Park,Madipur,7.4,30.0,,,,,,,756.0,46.81,4.2,4.9,Debit Card,0
CNR6926023,CID8791692,2024-06-04 14:19:43,Completed,Go Mini,Shahdara,Subhash Nagar,7.1,39.1,,,,,,,108.0,36.29,3.6,4.6,Cash,0
CNR5293715,CID7089583,2024-04-26 20:26:11,Completed,Go Sedan,IMT Manesar,Tagore Garden,13.9,29.8,,,,,,,296.0,9.2,4.1,3.1,UPI,0
CNR1684577,CID6220853,2024-05-16 20:51:50,Cancelled by Driver,Premier Sedan,Kirti Nagar,Rajouri Garden,8.9,,,,1,Personal & Car related issues,,,,,,,,0
CNR4471550,CID3553590,2024-01-29 17:00:57,Completed,Go Mini,Ghitorni,Rithala,4.4,27.7,,,,,,,697.0,10.43,4.6,4.5,Credit Card,0
CNR3695991,CID4448231,2024-06-02 21:02:31,Completed,Auto,Saket,Dwarka Mor,12.7,17.8,,,,,,,642.0,43.15,3.3,4.5,UPI,0
CNR6703974,CID2560684,2024-12-09 03:40:13,Completed,Go Sedan,Civil Lines Gurgaon,IIT Delhi,12.3,24.8,,,,,,,476.0,43.15,3.6,4.9,Cash,0
CNR6851927,CID5050128,2024-05-07 15:06:54,Cancelled by Customer,Uber XL,Shastri Park,Botanical Garden,18.0,,1,AC is not working,,,,,,,,,,0
CNR4770433,CID9880161,2024-05-12 11:45:06,Cancelled by Customer,Auto,Palam Vihar,Azadpur,9.3,,1,Wrong Address,,,,,,,,,,0
CNR2043974,CID7498354,2024-12-26 20:02:07,Cancelled by Driver,Go Mini,Welcome,Khandsa,6.0,,,,1,Personal & Car related issues,,,,,,,,0
CNR3041694,CID4298475,2024-09-13 17:33:47,Completed,Go Sedan,Gurgaon Sector 56,Indirapuram,10.7,15.9,,,,,,,465.0,33.33,4.1,4.5,UPI,0
CNR3156919,CID1845927,2024-12-20 18:17:56,Completed,Go Sedan,Panchsheel Park,Green Park,12.5,30.5,,,,,,,281.0,11.19,4.1,4.6,Cash,0
CNR7040166,CID4149704,2024-06-02 14:55:54,No Driver Found,Premier Sedan,Pataudi Chowk,Rohini,,,,,,,,,,,,,,0
CNR3885172,CID7493236,2024-03-05 20:34:56,Completed,Bike,Arjangarh,Maidan Garhi,2.7,15.9,,,,,,,507.0,19.03,4.1,4.3,Uber Wallet,0
CNR9898157,CID7293001,2024-04-20 00:03:10,Completed,Auto,Panipat,Paschim Vihar,14.8,36.3,,,,,,,550.0,21.08,4.6,4.2,Credit Card,0
CNR9828104,CID9543936,2024-03-14 16:51:28,Completed,Auto,Raj Nagar Extension,Hauz Khas,13.3,35.2,,,,,,,818.0,30.24,3.0,4.9,Uber Wallet,0
CNR2710994,CID6237593,2024-05-17 16:08:29,Completed,Auto,Dwarka Mor,Pataudi Chowk,12.7,30.2,,,,,,,819.0,27.53,4.5,4.2,Cash,0
CNR6101805,CID2822778,2024-04-06 02:45:38,Completed,Premier Sedan,Adarsh Nagar,AIIMS,7.2,20.3,,,,,,,315.0,35.46,4.9,5.0,Cash,0
CNR4804423,CID6314514,2024-06-21 19:04:53,Completed,Go Mini,Rohini East,Udyog Vihar,7.0,36.9,,,,,,,106.0,21.32,4.5,4.3,UPI,0
CNR1013713,CID5893225,2024-10-30 18:27:34,Completed,Go Sedan,Kherki Daula Toll,Munirka,10.0,20.6,,,,,,,254.0,35.89,3.8,4.9,UPI,0
CNR6722071,CID6655316,2024-10-15 23:28:44,Completed,Go Mini,Udyog Bhawan,Noida Film City,7.4,27.6,,,,,,,497.0,42.5,4.3,3.9,Cash,0
CNR5465284,CID1228386,2024-01-20 16:55:00,Completed,Go Mini,GTB Nagar,Rajouri Garden,9.5,44.4,,,,,,,1913.0,45.13,3.7,4.8,Cash,0
CNR4212455,CID1797393,2024-10-22 21:48:56,Completed,Go Sedan,Saidulajab,Sarojini Nagar,6.7,34.3,,,,,,,389.0,33.75,3.3,3.8,Credit Card,0
CNR3281528,CID4412156,2024-03-14 21:20:49,Completed,Bike,Kaushambi,Dilshad Garden,7.8,28.0,,,,,,,416.0,29.99,3.9,4.9,Cash,0
CNR8865954,CID1714056,2024-12-01 07:30:08,Cancelled by Driver,Go Mini,Okhla,MG Road,8.5,,,,1,Personal & Car related issues,,,,,,,,0
CNR6147905,CID7126375,2024-03-27 13:32:30,Incomplete,Auto,Keshav Puram,Palam Vihar,3.6,13.9,,,,,1,Other Issue,639.0,11.67,,,Cash,0
CNR1171633,CID1720414,2024-08-09 14:10:13,Cancelled by Driver,Auto,Mansarovar Park,Ashok Vihar,10.4,,,,1,Customer related issue,,,,,,,,0
CNR4271102,CID7942568,2024-11-08 06:30:18,Incomplete,Premier Sedan,RK Puram,Cyber Hub,7.4,21.7,,,,,1,Customer Demand,466.0,19.4,,,UPI,0
CNR8904654,CID9278994,2024-07-04 08:00:45,Completed,Premier Sedan,ITO,Indirapuram,9.2,35.6,,,,,,,148.0,3.17,4.1,4.5,UPI,0
CNR3958229,CID3332258,2024-07-23 19:09:43,Completed,Auto,IFFCO Chowk,Rajiv Nagar,10.1,28.4,,,,,,,853.0,36.41,4.1,4.6,Cash,0
CNR7748537,CID3198974,2024-05-09 12:09:53,Cancelled by Driver,Auto,Chirag Delhi,Noida Film City,6.2,,,,1,Customer related issue,,,,,,,,0
CNR7405104,CID1814739,2024-04-28 19:56:50,Completed,Bike,Model Town,Dwarka Sector 21,13.2,26.5,,,,,,,274.0,44.86,4.6,4.9,Debit Card,0
CNR4933384,CID9111189,2024-01-10 16:29:23,Completed,Go Mini,Meerut,Yamuna Bank,6.9,18.2,,,,,,,921.0,27.42,4.0,4.5,UPI,0
CNR7411953,CID9268825,2024-09-07 08:03:56,Completed,Premier Sedan,Golf Course Road,Pataudi Chowk,10.9,19.3,,,,,,,1096.0,27.27,4.5,3.7,UPI,0
CNR7062346,CID6809707,2024-05-19 17:29:05,Cancelled by Driver,Auto,Badarpur,Central Secretariat,8.8,,,,1,The customer was coughing/sick,,,,,,,,0
CNR2523829,CID4798813,2024-05-12 16:36:24,Cancelled by Customer,Go Mini,Botanical Garden,Laxmi Nagar,8.9,,1,Change of plans,,,,,,,,,,0
CNR5890002,CID6980237,2024-03-24 12:07:19,Completed,Go Sedan,Nehru Place,Lajpat Nagar,14.4,43.1,,,,,,,663.0,7.17,4.9,4.3,Uber Wallet,0
CNR4953157,CID4539536,2024-06-09 17:35:20,Completed,eBike,Rajiv Nagar,Lok Kalyan Marg,13.6,26.2,,,,,,,62.0,16.99,4.2,3.3,UPI,0
CNR7657459,CID4670908,2024-04-05 23:01:03,Cancelled by Customer,Auto,Mundka,Delhi Gate,8.2,,1,Driver is not moving towards pickup location,,,,,,,,,,0
CNR9042668,CID1291724,2024-05-01 06:51:31,No Driver Found,Go Sedan,Ashok Vihar,Hero Honda Chowk,,,,,,,,,,,,,,0
CNR6935450,CID5899180,2024-05-28 21:46:40,Cancelled by Driver,Go Mini,Dwarka Mor,Madipur,3.9,,,,1,Personal & Car related issues,,,,,,,,0
CNR5449244,CID5261120,2024-03-01 15:23:56,Completed,Go Sedan,Govindpuri,Dwarka Mor,4.1,19.6,,,,,,,222.0,29.4,4.8,4.7,UPI,0
CNR7947277,CID7043577,2024-11-23 17:30:21,Completed,Bike,Shastri Nagar,IGI Airport,11.0,29.0,,,,,,,392.0,10.45,3.9,4.8,Cash,0
CNR7194733,CID3370154,2024-01-19 20:39:28,Incomplete,Go Sedan,Ramesh Nagar,Nawada,7.4,20.7,,,,,1,Other Issue,545.0,4.18,,,Cash,0
CNR9048855,CID4189829,2024-07-21 19:09:27,Cancelled by Driver,Premier Sedan,Akshardham,Rithala,7.3,,,,1,The customer was coughing/sick,,,,,,,,0
CNR6496010,CID7614268,2024-02-14 16:39:41,Incomplete,Auto,Adarsh Nagar,Ardee City,7.9,24.7,,,,,1,Other Issue,856.0,19.26,,,UPI,0
CNR4131968,CID6795595,2024-08-17 19:59:57,Cancelled by Driver,Auto,Ghaziabad,Ashok Park Main,8.6,,,,1,More than permitted people in there,,,,,,,,0
CNR4801813,CID7181474,2024-11-11 05:45:51,Completed,Auto,Rohini West,Jahangirpuri,2.3,30.4,,,,,,,248.0,21.33,4.7,4.5,Credit Card,0
CNR6598924,CID3807543,2024-12-21 01:58:20,Completed,Bike,Gurgaon Railway Station,Mandi House,12.2,22.3,,,,,,,871.0,17.31,3.2,4.6,Cash,0
CNR3012124,CID9954757,2024-06-04 14:06:39,Cancelled by Driver,Auto,Rajiv Nagar,Green Park,11.9,,,,1,The customer was coughing/sick,,,,,,,,0
CNR4006296,CID8670019,2024-12-01 16:22:46,Completed,Bike,Moolchand,Janakpuri,14.9,18.1,,,,,,,99.0,44.92,4.1,4.4,UPI,0
CNR7160786,CID8916450,2024-11-25 08:37:15,Completed,Go Mini,Okhla,Shahdara,7.4,15.0,,,,,,,784.0,43.28,4.2,4.7,UPI,0
CNR6256904,CID9898952,2024-05-05 19:55:19,Completed,Bike,Vishwavidyalaya,Raj Nagar Extension,8.1,39.5,,,,,,,173.0,9.1,4.1,4.2,UPI,0
CNR2626047,CID4696677,2024-09-21 08:46:29,Completed,Go Mini,Shastri Nagar,Vishwavidyalaya,11.5,24.8,,,,,,,548.0,34.49,4.9,4.3,UPI,0
CNR9176772,CID9328577,2024-06-17 23:06:54,Completed,Go Mini,Golf Course Road,Jasola,12.7,21.9,,,,,,,941.0,2.62,3.7,4.8,Cash,0
CNR1744890,CID7521461,2024-10-07 18:31:48,Cancelled by Driver,Go Sedan,Narsinghpur,Madipur,8.4,,,,1,The customer was coughing/sick,,,,,,,,0
CNR9544606,CID7945526,2024-10-27 21:09:06,Cancelled by Driver,Go Mini,Bhiwadi,Badshahpur,8.4,,,,1,Customer related issue,,,,,,,,0
CNR4160417,CID9233258,2024-02-01 21:24:29,Completed,eBike,Kalkaji,Qutub Minar,10.8,18.3,,,,,,,448.0,31.22,3.6,4.3,UPI,0
CNR8444400,CID3289469,2024-12-05 11:25:36,Completed,Auto,Gurgaon Sector 56,Ghitorni,3.3,21.4,,,,,,,241.0,45.04,4.2,3.1,UPI,0
CNR6574577,CID4825997,2024-03-07 18:52:31,Completed,Go Mini,Sultanpur,Patel Chowk,13.0,26.6,,,,,,,301.0,42.76,4.3,3.6,Credit Card,0
CNR6389579,CID3896931,2024-02-06 01:02:31,Cancelled by Driver,Go Sedan,Chanakyapuri,Civil Lines Gurgaon,4.6,,,,1,The customer was coughing/sick,,,,,,,,0
CNR8613343,CID1759656,2024-01-04 19:18:52,Completed,Auto,Sarojini Nagar,Sadar Bazar Gurgaon,14.8,26.3,,,,,,,290.0,28.82,4.3,4.8,Uber Wallet,0
CNR3258496,CID5307245,2024-01-28 17:07:39,No Driver Found,Uber XL,Sonipat,Faridabad Sector 15,,,,,,,,,,,,,,0
CNR1603880,CID4529741,2024-05-29 11:04:49,Completed,Go Sedan,GTB Nagar,Greater Noida,14.6,42.8,,,,,,,497.0,22.65,3.9,5.0,Cash,0
CNR8682557,CID1362067,2024-10-17 01:03:58,Completed,Go Sedan,Indraprastha,Moolchand,13.0,17.0,,,,,,,288.0,33.25,4.5,4.9,UPI,0
CNR3237962,CID5989375,2024-12-28 20:30:13,Cancelled by Driver,Go Sedan,Netaji Subhash Place,Sonipat,5.6,,,,1,Personal & Car related issues,,,,,,,,0
CNR2640465,CID2708780,2024-08-17 18:45:34,Completed,Go Sedan,Manesar,Ashok Park Main,3.9,29.6,,,,,,,298.0,8.92,4.3,4.5,UPI,0
